"","G","Date","location","Opponent","outcome","points_for","points_against","FG.for","FGA.for","FGpct.for","3P.for","3PA.for","3Ppct.for","FT.for","FTA.for","FTpct.for","ORB.for","TRB.for","AST.for","STL","BLK","TOV","PF","FG.against","FGA.against","FGpct.against","3P.against","3PA.against","3Ppct.against","FT.against","FTA.against","FTpct.against","ORB.against","TRB.against","AST.against","STL.against","BLK.against","TOV.against","PF.against","team"
"6991","4","2017-11-22","away","Southern Illinois-Edwardsville","W","69","67","22","46",".478","9","19",".474","16","24",".667","4","30","10","4","5","16","16","24","64",".375","10","28",".357","9","14",".643","6","26","13","6","1","8","21","western illinois"
"6992","5","2017-11-25","away","Iowa State","L","45","70","19","58",".328","5","25",".200","2","2","1.000","3","31","12","3","3","13","12","28","65",".431","10","30",".333","4","9",".444","10","42","17","8","0","12","9","western illinois"
"6993","6","2017-11-28","home","IUPUI","W","90","77","29","48",".604","10","17",".588","22","26",".846","5","30","14","3","8","14","14","29","73",".397","9","30",".300","10","18",".556","16","32","14","8","2","10","21","western illinois"
"6994","7","2017-12-02","home","Miami (OH)","L (2 OT)","73","76","28","67",".418","11","30",".367","6","9",".667","8","37","11","5","2","18","19","28","66",".424","9","28",".321","11","18",".611","9","39","13","11","1","14","16","western illinois"
"6995","8","2017-12-06","home","American","W","69","56","26","46",".565","6","17",".353","11","14",".786","2","33","13","5","8","19","12","21","59",".356","6","26",".231","8","11",".727","5","24","12","9","1","10","15","western illinois"
"6996","9","2017-12-09","home","Milwaukee","W","90","69","31","53",".585","16","26",".615","12","17",".706","2","35","24","7","4","16","11","27","68",".397","7","26",".269","8","9",".889","9","31","18","8","1","13","20","western illinois"
"6997","10","2017-12-19","away","Eastern Illinois","L","77","78","28","51",".549","10","22",".455","11","14",".786","7","29","13","3","0","16","22","27","55",".491","5","13",".385","19","28",".679","9","25","11","7","3","8","15","western illinois"
"6998","11","2017-12-21","away","Butler","L","46","107","20","61",".328","1","15",".067","5","6",".833","9","26","5","3","4","19","15","37","66",".561","18","31",".581","15","18",".833","9","39","23","12","9","8","13","western illinois"
"6999","12","2017-12-31","home","Lincoln Christian","W","91","57","37","68",".544","8","22",".364","9","9","1.000","6","41","19","2","9","9","9","18","63",".286","10","27",".370","11","14",".786","6","30","11","5","1","14","16","western illinois"
"7000","13","2018-01-03","away","South Dakota","L","50","62","18","55",".327","4","24",".167","10","16",".625","8","33","6","5","1","13","24","19","57",".333","3","20",".150","21","31",".677","14","45","5","7","1","10","15","western illinois"
"7001","14","2018-01-06","away","Oral Roberts","L","66","81","26","58",".448","7","21",".333","7","8",".875","6","22","12","7","5","12","14","30","66",".455","6","15",".400","15","16",".938","17","38","9","10","5","11","12","western illinois"
"7002","15","2018-01-11","home","Nebraska-Omaha","L","66","87","24","58",".414","5","21",".238","13","19",".684","1","29","10","4","2","10","17","33","62",".532","13","27",".481","8","15",".533","6","36","16","6","1","12","15","western illinois"
"7003","16","2018-01-13","home","Oak Hills","W","107","45","42","75",".560","6","10",".600","17","30",".567","19","56","16","11","4","9","9","16","62",".258","6","28",".214","7","9",".778","4","25","4","2","2","17","20","western illinois"
"7004","17","2018-01-17","home","IPFW","W (1 OT)","75","74","27","60",".450","9","21",".429","12","19",".632","5","35","9","3","3","18","21","26","64",".406","7","21",".333","15","24",".625","8","38","10","12","3","14","18","western illinois"
"7005","18","2018-01-20","home","South Dakota State","L","70","98","27","62",".435","7","15",".467","9","14",".643","3","31","8","2","4","11","14","33","66",".500","14","28",".500","18","20",".900","6","41","17","7","2","7","15","western illinois"
"7006","19","2018-01-25","away","Denver","L","58","70","21","48",".438","6","16",".375","10","16",".625","4","23","6","2","2","12","18","25","45",".556","8","12",".667","12","16",".750","3","26","19","4","3","11","16","western illinois"
"7007","1","2017-11-10","home","Missouri State","L","80","85","22","56",".393","8","21",".381","28","36",".778","11","29","9","3","5","15","19","34","61",".557","6","13",".462","11","18",".611","10","36","13","5","3","18","31","western kentucky"
"7008","2","2017-11-15","home","Kentucky Wesleyan","W","83","53","30","69",".435","4","17",".235","19","24",".792","20","38","17","12","1","10","9","23","48",".479","4","21",".190","3","5",".600","4","24","13","3","5","24","20","western kentucky"
"7009","3","2017-11-19","home","Nicholls State","W","100","86","35","61",".574","4","8",".500","26","45",".578","8","38","15","9","6","20","16","30","78",".385","8","33",".242","18","21",".857","15","41","9","10","3","20","32","western kentucky"
"7010","4","2017-11-22","neutral","Villanova","L","58","66","24","54",".444","7","11",".636","3","4",".750","5","25","10","6","1","16","10","26","57",".456","7","22",".318","7","9",".778","11","31","12","11","7","14","14","western kentucky"
"7011","5","2017-11-23","neutral","Purdue","W","77","73","28","55",".509","5","12",".417","16","24",".667","10","33","14","6","2","12","15","24","59",".407","8","27",".296","17","20",".850","9","30","17","6","3","13","21","western kentucky"
"7012","6","2017-11-24","neutral","SMU","W","63","61","25","55",".455","6","18",".333","7","12",".583","6","24","13","11","4","13","11","25","56",".446","8","18",".444","3","6",".500","11","37","16","8","7","20","12","western kentucky"
"7013","7","2017-11-29","home","Eastern Kentucky","W","83","51","34","60",".567","10","18",".556","5","8",".625","9","35","24","7","6","6","10","21","57",".368","8","20",".400","1","3",".333","7","23","9","5","2","12","13","western kentucky"
"7014","8","2017-12-02","home","Wright State","W","78","60","28","54",".519","8","19",".421","14","17",".824","5","34","15","5","6","14","18","22","60",".367","9","27",".333","7","13",".538","8","30","16","8","1","11","18","western kentucky"
"7015","9","2017-12-10","away","Ohio","L","84","89","32","68",".471","5","18",".278","15","24",".625","10","32","10","8","2","10","25","26","56",".464","6","19",".316","31","35",".886","5","34","12","7","1","13","19","western kentucky"
"7016","10","2017-12-13","away","Wisconsin","L","80","81","32","59",".542","7","14",".500","9","11",".818","5","22","13","9","1","12","20","28","51",".549","12","20",".600","13","23",".565","7","22","17","5","7","15","14","western kentucky"
"7017","11","2017-12-16","home","Indiana State","W","81","65","30","53",".566","5","15",".333","16","28",".571","4","32","14","11","6","11","12","25","60",".417","11","27",".407","4","7",".571","8","31","15","3","8","20","22","western kentucky"
"7018","12","2017-12-19","home","Belmont","L","72","75","30","66",".455","1","12",".083","11","11","1.000","10","31","8","6","2","5","13","26","56",".464","14","36",".389","9","12",".750","8","30","16","2","0","11","13","western kentucky"
"7019","13","2017-12-22","away","Austin Peay","W","72","55","30","51",".588","4","14",".286","8","15",".533","6","30","15","13","3","14","19","19","55",".345","6","16",".375","11","20",".550","17","34","7","5","1","16","16","western kentucky"
"7020","14","2017-12-28","home","Louisiana Tech","W","69","68","22","56",".393","5","11",".455","20","30",".667","12","37","15","7","5","9","14","26","67",".388","7","22",".318","9","13",".692","13","40","15","3","6","10","22","western kentucky"
"7021","15","2017-12-30","home","Southern Miss","W","82","66","26","50",".520","12","24",".500","18","22",".818","5","37","22","2","3","12","11","25","71",".352","7","24",".292","9","11",".818","13","32","15","2","0","5","16","western kentucky"
"7022","16","2018-01-06","away","Marshall","W","112","87","45","72",".625","7","14",".500","15","27",".556","12","44","28","3","9","12","20","28","70",".400","18","37",".486","13","18",".722","6","25","25","6","8","7","19","western kentucky"
"7023","17","2018-01-11","away","Old Dominion","W","75","68","27","50",".540","10","16",".625","11","15",".733","4","32","14","5","5","16","17","26","67",".388","4","14",".286","12","16",".750","13","31","12","10","5","10","14","western kentucky"
"7024","18","2018-01-13","away","Charlotte","W","73","63","25","64",".391","3","14",".214","20","29",".690","13","43","8","9","4","13","17","20","58",".345","2","15",".133","21","22",".955","5","36","5","4","3","13","24","western kentucky"
"7025","19","2018-01-18","home","Alabama-Birmingham","W","77","69","27","56",".482","3","15",".200","20","29",".690","3","30","9","7","8","6","7","29","65",".446","8","19",".421","3","3","1.000","7","35","17","3","3","10","22","western kentucky"
"7026","20","2018-01-20","home","Middle Tennessee","L","62","66","18","41",".439","1","9",".111","25","31",".806","8","25","8","5","3","15","18","24","54",".444","4","17",".235","14","16",".875","9","25","8","5","3","9","22","western kentucky"
"7027","1","2017-11-11","home","Siena Heights","W","103","72","36","69",".522","9","23",".391","22","31",".710","15","41","23","10","1","8","13","26","63",".413","14","35",".400","6","6","1.000","8","23","16","6","2","18","20","western michigan"
"7028","2","2017-11-13","away","South Carolina","L","60","78","21","58",".362","5","21",".238","13","25",".520","7","29","12","10","6","9","24","26","57",".456","9","23",".391","17","28",".607","9","41","12","4","3","13","18","western michigan"
"7029","3","2017-11-16","neutral","Tulsa","L","74","81","29","79",".367","12","31",".387","4","10",".400","15","33","16","10","4","12","23","27","54",".500","3","18",".167","24","31",".774","5","33","15","6","4","14","17","western michigan"
"7030","4","2017-11-17","neutral","Appalachian State","W","86","67","28","59",".475","7","19",".368","23","30",".767","7","32","9","7","5","7","24","21","56",".375","8","26",".308","17","28",".607","9","36","7","3","2","16","26","western michigan"
"7031","5","2017-11-19","neutral","South Carolina","L","66","79","21","44",".477","8","21",".381","16","21",".762","5","26","9","9","1","22","24","26","57",".456","8","24",".333","19","30",".633","8","29","13","8","3","12","19","western michigan"
"7032","6","2017-11-25","home","Northwood (MI)","W","88","59","35","64",".547","4","17",".235","14","16",".875","10","41","14","5","7","10","14","21","64",".328","6","27",".222","11","16",".688","10","27","9","3","2","11","13","western michigan"
"7033","7","2017-11-28","away","Saint Louis","W","65","51","23","55",".418","8","21",".381","11","12",".917","10","36","16","8","2","16","19","18","50",".360","3","15",".200","12","20",".600","7","25","10","6","4","13","14","western michigan"
"7034","8","2017-12-02","home","Oakland","L","73","78","29","62",".468","6","16",".375","9","12",".750","8","29","11","10","4","10","14","27","59",".458","14","24",".583","10","12",".833","9","36","17","6","3","14","15","western michigan"
"7035","9","2017-12-06","home","Cleveland State","W","78","67","20","46",".435","11","21",".524","27","37",".730","9","38","14","6","4","22","19","25","61",".410","8","27",".296","9","14",".643","6","26","14","12","1","19","27","western michigan"
"7036","10","2017-12-09","away","Detroit","W","87","79","30","66",".455","11","33",".333","16","24",".667","8","32","19","4","4","9","19","26","63",".413","10","35",".286","17","20",".850","10","35","8","4","1","18","20","western michigan"
"7037","11","2017-12-18","home","Idaho","L","52","82","21","61",".344","6","28",".214","4","9",".444","13","27","7","5","2","11","14","28","56",".500","17","30",".567","9","12",".750","14","44","19","4","3","15","15","western michigan"
"7038","12","2017-12-22","away","Milwaukee","W","66","63","25","52",".481","8","16",".500","8","9",".889","5","28","13","6","6","8","9","24","53",".453","13","29",".448","2","5",".400","5","25","13","4","3","10","15","western michigan"
"7039","13","2017-12-30","home","Chicago State","W","92","71","30","66",".455","14","32",".438","18","29",".621","15","50","18","6","0","9","21","24","59",".407","8","23",".348","15","20",".750","4","31","8","3","1","9","20","western michigan"
"7040","14","2018-01-02","home","Akron","W","87","75","31","56",".554","9","19",".474","16","23",".696","11","36","16","2","1","10","16","27","61",".443","9","27",".333","12","15",".800","8","24","15","5","2","11","23","western michigan"
"7041","15","2018-01-06","away","Miami (OH)","W","67","62","24","61",".393","4","17",".235","15","22",".682","12","37","11","6","2","5","15","23","58",".397","8","27",".296","8","12",".667","9","34","13","3","5","13","18","western michigan"
"7042","16","2018-01-09","away","Toledo","L","61","84","23","70",".329","4","16",".250","11","12",".917","15","32","6","8","2","10","20","27","47",".574","13","23",".565","17","23",".739","6","36","17","3","5","18","18","western michigan"
"7043","17","2018-01-13","home","Ball State","W","73","58","23","60",".383","9","18",".500","18","26",".692","11","36","12","6","0","8","14","22","53",".415","8","28",".286","6","10",".600","6","32","11","3","0","15","21","western michigan"
"7044","18","2018-01-16","away","Kent State","L","71","73","26","56",".464","3","17",".176","16","24",".667","8","29","8","7","3","10","12","27","62",".435","13","23",".565","6","7",".857","9","33","15","5","1","14","15","western michigan"
